time,dancer,joint,x,y,z
3317,1,RIGHT_ANKLE,-27.73764,944.04504,-121.20215
3317,1,RIGHT_FOOT,-23.279053,958.8439,-70.22998
3317,1,SPINE_SHOULDER,-39.744904,411.38586,-137.47803
3317,1,LEFT_HANDTIP,-89.8851,674.617,-102.214966
3317,1,LEFT_THUMB,-104.05661,654.0864,-105.693115
3317,1,RIGHT_HANDTIP,53.248383,690.5768,-159.4823
3317,1,RIGHT_THUMB,37.662354,678.2232,-141.02002
3394,1,SPINE_BASE,-44.901245,665.2252,-150.7041
3394,1,SPINE_MID,-42.99411,518.92236,-144.8031
3394,1,NECK,-39.65747,376.03107,-134.4812
3394,1,HEAD,-40.66873,327.79123,-146.92322
3394,1,LEFT_SHOULDER,-92.504364,445.13007,-116.76709
3394,1,LEFT_ELBOW,-118.541504,539.71564,-132.33154
3394,1,LEFT_WRIST,-93.138275,631.84485,-105.79834
3394,1,LEFT_HAND,-77.73749,652.77655,-98.635376
3394,1,RIGHT_SHOULDER,27.267761,445.30457,-118.33594
3394,1,RIGHT_ELBOW,40.89154,544.1885,-131.0155
3394,1,RIGHT_WRIST,49.991943,641.753,-148.64294
3394,1,RIGHT_HAND,49.996582,662.2221,-165.93091
3394,1,LEFT_HIP,-66.96417,664.43066,-137.34729
3394,1,LEFT_KNEE,-73.91275,816.72437,-127.20105
3394,1,LEFT_ANKLE,-74.39462,942.1605,-112.7135
3394,1,LEFT_FOOT,-53.5448,971.1595,-106.70581
3394,1,RIGHT_HIP,-13.026611,664.5855,-138.72229
3394,1,RIGHT_KNEE,-16.47583,792.5997,-135.44836
3394,1,RIGHT_ANKLE,-27.76706,943.98615,-121.043945
3394,1,RIGHT_FOOT,-63.183594,963.208,-105.66406
3394,1,SPINE_SHOULDER,-40.778168,411.2829,-137.85889
3394,1,LEFT_HANDTIP,-66.86301,674.9901,-100.19519
3394,1,LEFT_THUMB,-103.31299,665.77014,-103.369995
3394,1,RIGHT_HANDTIP,50.982574,688.6845,-172.5177
3394,1,RIGHT_THUMB,39.655426,660.207,-158.52502
3448,1,SPINE_BASE,-45.483093,664.9035,-151.1294
3448,1,SPINE_MID,-44.07779,518.58234,-145.3645
3448,1,NECK,-41.230957,375.65265,-135.198
3448,1,HEAD,-41.896973,327.1769,-146.68164
3448,1,LEFT_SHOULDER,-93.79837,445.48993,-117.21277
3448,1,LEFT_ELBOW,-119.13031,540.32794,-132.75256
3448,1,LEFT_WRIST,-86.66858,631.67944,-101.0741
3448,1,LEFT_HAND,-70.2854,663.5197,-95.403076
3448,1,RIGHT_SHOULDER,26.279022,444.6768,-119.60364
3448,1,RIGHT_ELBOW,40.466278,543.1792,-134.0028
3448,1,RIGHT_WRIST,48.478638,639.67865,-156.29077
3448,1,RIGHT_HAND,46.7388,660.0263,-171.83032
3448,1,LEFT_HIP,-67.50003,664.19934,-137.56812
3448,1,LEFT_KNEE,-74.6709,816.80615,-127.272705
3448,1,LEFT_ANKLE,-74.85089,941.78906,-113.60828
3448,1,LEFT_FOOT,-54.065918,970.9851,-106.6012
3448,1,RIGHT_HIP,-13.654968,664.1569,-139.34534
3448,1,RIGHT_KNEE,-16.03299,792.6542,-135.16187
3448,1,RIGHT_ANKLE,-27.819275,944.0088,-121.00818
3448,1,RIGHT_FOOT,-63.22345,962.9335,-105.99219
3448,1,SPINE_SHOULDER,-42.233643,410.91635,-138.53528
3448,1,LEFT_HANDTIP,-60.948242,673.5697,-100.04431
3448,1,LEFT_THUMB,-83.792175,666.6154,-90.230835
3448,1,RIGHT_HANDTIP,49.055725,687.72986,-179.60352
3448,1,RIGHT_THUMB,36.491028,658.78644,-166.81787
3502,1,SPINE_BASE,-45.618164,664.8257,-151.04126
3502,1,SPINE_MID,-44.243927,518.52704,-145.33936
3502,1,NECK,-41.40796,375.60822,-135.23462
3502,1,HEAD,-42.483124,326.71945,-146.72803
3502,1,LEFT_SHOULDER,-92.05542,445.1803,-116.44385
3502,1,LEFT_ELBOW,-118.809326,539.4393,-132.59167
3502,1,LEFT_WRIST,-113.07721,639.05347,-117.242676
3502,1,LEFT_HAND,-107.68564,676.75616,-108.95972
3502,1,RIGHT_SHOULDER,25.817352,444.26575,-120.20239
3502,1,RIGHT_ELBOW,40.162018,542.66016,-135.01733
3502,1,RIGHT_WRIST,48.156403,638.99133,-157.90918
3502,1,RIGHT_HAND,46.389862,659.04175,-172.96643
3502,1,LEFT_HIP,-67.69565,664.10925,-137.37512
3502,1,LEFT_KNEE,-75.036804,816.05347,-127.2262
3502,1,LEFT_ANKLE,-75.0242,941.69763,-113.72925
3502,1,LEFT_FOOT,-56.788727,971.8006,-107.98486
3502,1,RIGHT_HIP,-13.742981,664.0916,-139.32068
3502,1,RIGHT_KNEE,-15.953583,792.90753,-134.96509
3502,1,RIGHT_ANKLE,-27.72348,944.05566,-121.01697
3502,1,RIGHT_FOOT,-63.278595,962.9226,-105.91272
3502,1,SPINE_SHOULDER,-42.409363,410.87,-138.55579
3502,1,LEFT_HANDTIP,-107.06207,696.25024,-111.97717
3502,1,LEFT_THUMB,-116.671814,683.0558,-108.035034
3502,1,RIGHT_HANDTIP,48.137573,689.0896,-184.2218
3502,1,RIGHT_THUMB,35.974396,656.7935,-165.38
3553,1,SPINE_BASE,-45.795013,664.6913,-150.99377
3553,1,SPINE_MID,-44.556183,518.3701,-145.44446
3553,1,NECK,-41.891937,375.40308,-135.59216
3553,1,HEAD,-42.825714,326.68497,-146.75977
3553,1,LEFT_SHOULDER,-93.54733,444.77185,-116.99451
3553,1,LEFT_ELBOW,-119.432434,539.40967,-132.76196
3553,1,LEFT_WRIST,-107.91232,637.86176,-111.99365
3553,1,LEFT_HAND,-85.51587,661.02075,-97.32898
3553,1,RIGHT_SHOULDER,25.4003,444.13593,-120.60376
3553,1,RIGHT_ELBOW,39.65695,542.4573,-135.8739
3553,1,RIGHT_WRIST,47.670685,638.71655,-159.06775
3553,1,RIGHT_HAND,45.501007,659.16534,-175.9347
3553,1,LEFT_HIP,-67.88974,664.004,-137.26392
3553,1,LEFT_KNEE,-75.2753,815.6009,-127.062744
3553,1,LEFT_ANKLE,-75.41345,941.5582,-113.75708
3553,1,LEFT_FOOT,-56.282593,971.36633,-107.631714
3553,1,RIGHT_HIP,-13.903961,663.92523,-139.32605
3553,1,RIGHT_KNEE,-15.914459,792.92004,-134.86829
3553,1,RIGHT_ANKLE,-27.710266,944.07056,-120.89661
3553,1,RIGHT_FOOT,-63.33734,962.81226,-105.89404
3553,1,SPINE_SHOULDER,-42.84857,410.6786,-138.83899
3553,1,LEFT_HANDTIP,-74.52295,681.844,-102.44922
3553,1,LEFT_THUMB,-112.557556,675.74945,-105.42517
3553,1,RIGHT_HANDTIP,47.779663,689.02997,-184.68152
3553,1,RIGHT_THUMB,36.540466,665.3164,-175.28748
3600,1,SPINE_BASE,-46.14908,664.5865,-150.57996
3600,1,SPINE_MID,-44.943604,518.26984,-145.45435
3600,1,NECK,-42.522003,375.22995,-136.10083
3600,1,HEAD,-43.285645,326.34616,-147.01501
3600,1,LEFT_SHOULDER,-94.68259,444.6195,-117.33887
3600,1,LEFT_ELBOW,-120.26398,539.41504,-132.927
3600,1,LEFT_WRIST,-136.81128,618.5594,-140.8899
3600,1,LEFT_HAND,-128.00024,629.0703,-135.48499
3600,1,RIGHT_SHOULDER,24.762665,444.15756,-121.180664
3600,1,RIGHT_ELBOW,38.874878,542.41187,-136.92566
3600,1,RIGHT_WRIST,46.11377,638.4842,-160.99951
3600,1,RIGHT_HAND,42.14081,660.2672,-176.68103
3600,1,LEFT_HIP,-68.299164,663.9361,-136.70886
3600,1,LEFT_KNEE,-75.90665,815.162,-126.519775
3600,1,LEFT_ANKLE,-75.7146,941.66504,-113.67285
3600,1,LEFT_FOOT,-69.90549,956.4752,-62.8208
3600,1,RIGHT_HIP,-14.188934,663.7982,-139.02783
3600,1,RIGHT_KNEE,-15.903076,793.09216,-134.41675
3600,1,RIGHT_ANKLE,-27.7417,943.9996,-120.85901
3600,1,RIGHT_FOOT,-58.568146,958.922,-107.64636
3600,1,SPINE_SHOULDER,-43.40335,410.52994,-139.18677
3600,1,LEFT_HANDTIP,-110.46991,659.87006,-106.35278
3600,1,LEFT_THUMB,-136.03735,643.70654,-143.28125
3600,1,RIGHT_HANDTIP,45.917603,689.2782,-186.65259
3600,1,RIGHT_THUMB,31.729767,657.6871,-171.04993
3642,1,SPINE_BASE,-46.59189,664.4734,-149.89673
3642,1,SPINE_MID,-45.415253,518.28644,-145.2992
3642,1,NECK,-43.128326,375.37097,-136.31714
3642,1,HEAD,-43.694,326.43976,-147.19873
3642,1,LEFT_SHOULDER,-95.18579,444.65918,-117.38147
3642,1,LEFT_ELBOW,-121.070496,539.37885,-132.9751
3642,1,LEFT_WRIST,-136.95056,618.46796,-141.07556
3642,1,LEFT_HAND,-131.10822,629.7501,-138.22046
3642,1,RIGHT_SHOULDER,24.015411,444.06934,-121.46179
3642,1,RIGHT_ELBOW,38.075653,542.2913,-137.45703
3642,1,RIGHT_WRIST,45.424927,638.3676,-161.5581
3642,1,RIGHT_HAND,39.779297,661.0451,-177.21912
3642,1,LEFT_HIP,-68.783295,663.8756,-135.89624
3642,1,LEFT_KNEE,-76.1767,815.0669,-126.237305
3642,1,LEFT_ANKLE,-75.68768,941.5939,-113.68994
3642,1,LEFT_FOOT,-69.79932,956.3598,-62.807007
3642,1,RIGHT_HIP,-14.567108,663.6451,-138.46521
3642,1,RIGHT_KNEE,-15.977051,798.0113,-132.27185
3642,1,RIGHT_ANKLE,-27.901947,944.08154,-120.88489
3642,1,RIGHT_FOOT,-22.482483,958.7916,-69.82947
3642,1,SPINE_SHOULDER,-43.96405,410.6337,-139.30457
3642,1,LEFT_HANDTIP,-119.87421,643.27423,-124.204346
3642,1,LEFT_THUMB,-136.79419,635.7069,-139.9552
3642,1,RIGHT_HANDTIP,40.55533,691.789,-188.26636
3642,1,RIGHT_THUMB,29.032776,660.24,-169.14502
3681,1,SPINE_BASE,-46.59189,664.4734,-149.89673
3681,1,SPINE_MID,-45.415253,518.28644,-145.2992
3681,1,NECK,-43.128326,375.37097,-136.31714
3681,1,HEAD,-43.694,326.43976,-147.19873
3681,1,LEFT_SHOULDER,-95.18579,444.65918,-117.38147
3681,1,LEFT_ELBOW,-121.070496,539.37885,-132.9751
3681,1,LEFT_WRIST,-136.95056,618.46796,-141.07556
3681,1,LEFT_HAND,-131.10822,629.7501,-138.22046
3681,1,RIGHT_SHOULDER,24.015411,444.06934,-121.46179
3681,1,RIGHT_ELBOW,38.075653,542.2913,-137.45703
3681,1,RIGHT_WRIST,45.424927,638.3676,-161.5581
3681,1,RIGHT_HAND,39.779297,661.0451,-177.21912
3681,1,LEFT_HIP,-68.783295,663.8756,-135.89624
3681,1,LEFT_KNEE,-76.1767,815.0669,-126.237305
3681,1,LEFT_ANKLE,-75.68768,941.5939,-113.68994
3681,1,LEFT_FOOT,-69.79932,956.3598,-62.807007
3681,1,RIGHT_HIP,-14.567108,663.6451,-138.46521
3681,1,RIGHT_KNEE,-15.977051,798.0113,-132.27185
3681,1,RIGHT_ANKLE,-27.901947,944.08154,-120.88489
3681,1,RIGHT_FOOT,-22.482483,958.7916,-69.82947
3681,1,SPINE_SHOULDER,-43.96405,410.6337,-139.30457
3681,1,LEFT_HANDTIP,-119.87421,643.27423,-124.204346
3681,1,LEFT_THUMB,-136.79419,635.7069,-139.9552
3681,1,RIGHT_HANDTIP,40.55533,691.789,-188.26636
3681,1,RIGHT_THUMB,29.032776,660.24,-169.14502
3722,1,SPINE_BASE,-47.14856,664.13434,-148.71326
3722,1,SPINE_MID,-46.14926,518.0249,-145.02747
3722,1,NECK,-44.111267,375.0821,-136.75476
3722,1,HEAD,-44.62256,326.28165,-147.50732
3722,1,LEFT_SHOULDER,-96.61792,443.9286,-117.66138
3722,1,LEFT_ELBOW,-122.81238,538.63684,-133.08167
3722,1,LEFT_WRIST,-138.27557,625.10535,-143.51636
3722,1,LEFT_HAND,-132.84918,630.7754,-139.17432
3722,1,RIGHT_SHOULDER,23.020203,443.87997,-121.80762
3722,1,RIGHT_ELBOW,36.926056,542.2403,-137.46265
3722,1,RIGHT_WRIST,41.738617,638.6229,-161.07996
3722,1,RIGHT_HAND,34.928467,662.6769,-173.69861
3722,1,LEFT_HIP,-69.2634,663.5881,-134.61694
3722,1,LEFT_KNEE,-76.90808,814.53796,-125.38281
3722,1,LEFT_ANKLE,-75.93106,941.2937,-113.37891
3722,1,LEFT_FOOT,-70.01572,955.98315,-62.435913
3722,1,RIGHT_HIP,-15.160126,663.261,-137.37561
3722,1,RIGHT_KNEE,-16.212708,797.8082,-131.10852
3722,1,RIGHT_ANKLE,-28.37207,943.86707,-120.46936
3722,1,RIGHT_FOOT,-22.9234,958.49976,-69.35486
3722,1,SPINE_SHOULDER,-44.87201,410.3592,-139.55737
3722,1,LEFT_HANDTIP,-122.25873,647.3704,-125.0271
3722,1,LEFT_THUMB,-137.74371,638.7727,-142.23218
3722,1,RIGHT_HANDTIP,33.892273,692.04675,-186.57239
3722,1,RIGHT_THUMB,26.111511,666.17834,-169.66248
3756,1,SPINE_BASE,-47.1243,664.037,-148.3822
3756,1,SPINE_MID,-46.257782,517.9862,-144.98071
3756,1,NECK,-44.4151,375.06467,-136.94336
3756,1,HEAD,-45.157898,326.20245,-147.56055
3756,1,LEFT_SHOULDER,-96.36664,443.91687,-117.589355
3756,1,LEFT_ELBOW,-123.19733,538.4366,-133.02368
3756,1,LEFT_WRIST,-138.85791,627.9029,-144.15259
3756,1,LEFT_HAND,-132.18579,634.2807,-137.35559
3756,1,RIGHT_SHOULDER,22.630127,443.92896,-121.92529
3756,1,RIGHT_ELBOW,36.318268,542.4013,-137.25635
3756,1,RIGHT_WRIST,41.345673,638.9295,-160.39246
3756,1,RIGHT_HAND,35.203064,660.97217,-169.91833
3756,1,LEFT_HIP,-69.227905,663.52484,-134.35571
3756,1,LEFT_KNEE,-77.300964,814.3758,-124.927246
3756,1,LEFT_ANKLE,-76.12961,941.18695,-113.34741
3756,1,LEFT_FOOT,-70.141205,955.8522,-62.386597
3756,1,RIGHT_HIP,-15.142761,663.1254,-136.96594
3756,1,RIGHT_KNEE,-16.13266,796.7575,-130.87317
3756,1,RIGHT_ANKLE,-28.460266,943.91315,-120.38806
3756,1,RIGHT_FOOT,-22.939575,958.51984,-69.25586
3756,1,SPINE_SHOULDER,-45.11618,410.3333,-139.66895
3756,1,LEFT_HANDTIP,-115.064026,665.2116,-108.14856
3756,1,LEFT_THUMB,-137.27094,641.8548,-141.86353
3756,1,RIGHT_HANDTIP,35.332306,692.12634,-184.48096
3756,1,RIGHT_THUMB,27.811218,657.65674,-157.80713
3793,1,SPINE_BASE,-47.119934,663.8349,-148.08875
3793,1,SPINE_MID,-46.44107,517.8181,-144.96399
3793,1,NECK,-44.884705,374.8183,-137.31323
3793,1,HEAD,-45.66803,326.03632,-147.906
3793,1,LEFT_SHOULDER,-97.273285,443.58536,-117.77698
3793,1,LEFT_ELBOW,-123.73706,538.2752,-133.06128
3793,1,LEFT_WRIST,-139.22522,620.1164,-141.66211
3793,1,LEFT_HAND,-130.03033,630.8431,-134.23718
3793,1,RIGHT_SHOULDER,22.094208,443.80322,-122.04431
3793,1,RIGHT_ELBOW,35.44519,542.4364,-136.91211
3793,1,RIGHT_WRIST,40.791412,639.2767,-158.96643
3793,1,RIGHT_HAND,34.01422,660.2766,-167.67358
3793,1,LEFT_HIP,-69.19147,663.365,-134.11401
3793,1,LEFT_KNEE,-77.696014,814.1161,-124.55469
3793,1,LEFT_ANKLE,-76.42963,940.9087,-113.309814
3793,1,LEFT_FOOT,-70.4617,955.5449,-62.322876
3793,1,RIGHT_HIP,-15.168884,662.88104,-136.61462
3793,1,RIGHT_KNEE,-16.115784,798.1376,-130.43396
3793,1,RIGHT_ANKLE,-28.256927,943.2965,-120.052124
3793,1,RIGHT_FOOT,-22.760132,957.8762,-68.89172
3793,1,SPINE_SHOULDER,-45.509033,410.1068,-139.92236
3793,1,LEFT_HANDTIP,-114.23096,662.1218,-106.34961
3793,1,LEFT_THUMB,-134.66467,645.80884,-136.07007
3793,1,RIGHT_HANDTIP,34.223083,692.298,-181.20935
3793,1,RIGHT_THUMB,27.924347,664.6091,-162.75513
3825,1,SPINE_BASE,-47.204468,663.7531,-147.94788
3825,1,SPINE_MID,-46.67758,517.6869,-144.92517
3825,1,NECK,-45.216278,374.65967,-137.43689
3825,1,HEAD,-46.159515,325.875,-148.03418
3825,1,LEFT_SHOULDER,-97.49634,443.49933,-117.854614
3825,1,LEFT_ELBOW,-124.015015,538.1957,-133.12622
3825,1,LEFT_WRIST,-139.45331,619.2328,-141.8634
3825,1,LEFT_HAND,-130.26581,629.52014,-134.90991
3825,1,RIGHT_SHOULDER,22.009125,443.80255,-122.08801
3825,1,RIGHT_ELBOW,35.045624,542.57336,-136.5752
3825,1,RIGHT_WRIST,40.602844,639.713,-157.56238
3825,1,RIGHT_HAND,35.236053,653.2417,-160.25024
3825,1,LEFT_HIP,-69.2514,663.3074,-134.00574
